name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Raoultella sp. HC6	2923366	S	31	3	34	0.00000
Salmonella enterica	28901	S	1779	17174	18953	0.00018
Salmonella bongori	54736	S	150	269	419	0.00000
Kosakonia cowanii	208223	S	227	295	522	0.00000
Kosakonia sp. ML.JS2a	2980557	S	65	27	92	0.00000
Kosakonia sp. SMBL-WEM22	2725560	S	38	27	65	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	31	76	107	0.00000
Kosakonia sp. MUSA4	2067958	S	27	33	60	0.00000
Kosakonia sacchari	1158459	S	89	56	145	0.00000
Kosakonia pseudosacchari	1646340	S	58	53	111	0.00000
Kosakonia oryzendophytica	1005665	S	52	22	74	0.00000
Kosakonia arachidis	551989	S	50	12	62	0.00000
Kosakonia radicincitans	283686	S	30	41	71	0.00000
Kosakonia oryzae	497725	S	23	33	56	0.00000
Leclercia adecarboxylata	83655	S	357	180	537	0.00001
Leclercia sp. 29361	2714951	S	244	42	286	0.00000
Leclercia sp. W17	2282309	S	13	31	44	0.00000
Leclercia pneumoniae	2815358	S	270	19	289	0.00000
Kluyvera ascorbata	51288	S	247	95	342	0.00000
Kluyvera intermedia	61648	S	89	9	98	0.00000
Kluyvera sp. CRP	2873269	S	11	9	20	0.00000
Buttiauxella sp. WJP83	2986951	S	250	85	335	0.00000
Buttiauxella agrestis	82977	S	55	25	80	0.00000
Lelliottia amnigena	61646	S	290	21	311	0.00000
Lelliottia sp. WB101	2153385	S	29	30	59	0.00000
Lelliottia sp. AC1	2067959	S	25	27	52	0.00000
[Enterobacter] lignolyticus	1334193	S	309	15	324	0.00000
Pluralibacter gergoviae	61647	S	81	5	86	0.00000
Cronobacter sakazakii	28141	S	96	97	193	0.00000
Cronobacter dublinensis	413497	S	54	12	66	0.00000
Cronobacter condimenti	1163710	S	54	8	62	0.00000
Cronobacter universalis	535744	S	25	13	38	0.00000
Cronobacter malonaticus	413503	S	14	12	26	0.00000
Yokenella regensburgei	158877	S	357	25	382	0.00000
Cedecea neteri	158822	S	161	18	179	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	78	7	85	0.00000
Cedecea lapagei	158823	S	60	11	71	0.00000
Jejubacter calystegiae	2579935	S	301	3	304	0.00000
Siccibacter colletis	1505757	S	229	6	235	0.00000
Phytobacter ursingii	1972431	S	162	43	205	0.00000
Pseudocitrobacter corydidari	2891570	S	145	9	154	0.00000
Scandinavium goeteborgense	1851514	S	137	2	139	0.00000
Atlantibacter hermannii	565	S	96	4	100	0.00000
Atlantibacter subterranea	255519	S	13	15	28	0.00000
Pseudescherichia vulneris	566	S	87	1	88	0.00000
Symbiopectobacterium purcellii	2871826	S	27	0	27	0.00000
Shimwellia blattae	563	S	53	1	54	0.00000
Plesiomonas shigelloides	703	S	38	0	38	0.00000
Erwinia tracheiphila	65700	S	90	24	114	0.00000
Candidatus Erwinia haradaeae	1922217	S	20	0	20	0.00000
Erwinia amylovora	552	S	13	5	18	0.00000
Buchnera aphidicola	9	S	73	0	73	0.00000
Serratia sp. CMO1	2785630	S	19	17	36	0.00000
Serratia marcescens	615	S	15	2	17	0.00000
Serratia proteamaculans	28151	S	14	0	14	0.00000
Yersinia enterocolitica	630	S	20	1	21	0.00000
Yersinia pestis	632	S	15	390	405	0.00000
Yersinia ruckeri	29486	S	10	0	10	0.00000
Dickeya chrysanthemi	556	S	10	161	171	0.00000
Providencia rettgeri	587	S	49	13	62	0.00000
Proteus mirabilis	584	S	14	6	20	0.00000
Morganella morganii	582	S	16	0	16	0.00000
Pragia fontium	82985	S	18	1	19	0.00000
Leminorella richardii	158841	S	17	0	17	0.00000
Sodalis praecaptivus	1239307	S	20	0	20	0.00000
Acinetobacter baumannii	470	S	2716425	3434081	6150506	0.05803
Acinetobacter pittii	48296	S	10369	3011	13380	0.00013
Acinetobacter seifertii	1530123	S	9060	888	9948	0.00009
Acinetobacter nosocomialis	106654	S	8653	1545	10198	0.00010
Acinetobacter calcoaceticus	471	S	5560	155	5715	0.00005
Acinetobacter lactucae	1785128	S	1525	923	2448	0.00002
Acinetobacter sp. XS-4	2923375	S	1125	112	1237	0.00001
Acinetobacter sp. Z1	2953738	S	807	22	829	0.00001
Acinetobacter sp. BHS4	2836181	S	721	366	1087	0.00001
Acinetobacter sp. AS23	2871688	S	521	255	776	0.00001
Acinetobacter sp. ASP199	2773709	S	384	19	403	0.00000
Acinetobacter sp. Y-23	2943497	S	175	9	184	0.00000
Acinetobacter sp. YH16040_T	2929512	S	170	294	464	0.00000
Acinetobacter sp. NEB 394	2743575	S	146	72	218	0.00000
Acinetobacter sp. NCu2D-2	1608473	S	124	3	127	0.00000
Acinetobacter sp. AHP123	2913495	S	110	48	158	0.00000
Acinetobacter sp. GSS19	3020716	S	104	0	104	0.00000
Acinetobacter sp. TTH0-4	1646498	S	85	1	86	0.00000
Acinetobacter sp. Marseille-Q1620	2714110	S	83	0	83	0.00000
Acinetobacter sp. FDAARGOS_493	2420300	S	80	561	641	0.00001
Acinetobacter sp. C16S1	2609668	S	54	3	57	0.00000
Acinetobacter sp. WCHA45	2004644	S	49	12	61	0.00000
Acinetobacter sp. WCHA55	2004646	S	46	4	50	0.00000
Acinetobacter sp. TGL-Y2	1407071	S	42	0	42	0.00000
Acinetobacter sp. CS-2	2798861	S	41	2	43	0.00000
Acinetobacter sp. Ac-14	2781976	S	37	1323	1360	0.00001
Acinetobacter sp. ACNIH2	1758189	S	35	47	82	0.00000
Acinetobacter sp. 10FS3-1	2563897	S	32	2	34	0.00000
Acinetobacter sp. SCLZS86	2908637	S	30	6	36	0.00000
Acinetobacter sp. C32I	2950074	S	29	1	30	0.00000
Acinetobacter sp. TR11	3003393	S	26	59	85	0.00000
Acinetobacter sp. LoGeW2-3	1808001	S	18	0	18	0.00000
Acinetobacter sp. WCHAc010034	1879049	S	16	0	16	0.00000
Acinetobacter sp. SWBY1	2079596	S	16	10	26	0.00000
Acinetobacter sp. YH12138	2601122	S	14	25	39	0.00000
Acinetobacter sp. FDAARGOS_560	2420305	S	13	5798	5811	0.00005
Acinetobacter sp. NyZ410	2929509	S	13	3	16	0.00000
Acinetobacter sp. WCHAc010052	2004647	S	11	0	11	0.00000
Acinetobacter sp. TR3	3003392	S	11	26	37	0.00000
Acinetobacter sp. Colony158	2810070	S	10	3	13	0.00000
Acinetobacter sp. NEB149	2725684	S	10	12	22	0.00000
Acinetobacter junii	40215	S	893	38	931	0.00001
Acinetobacter radioresistens	40216	S	804	11	815	0.00001
Acinetobacter indicus	756892	S	666	28	694	0.00001
Acinetobacter portensis	1839785	S	430	30	460	0.00000
Acinetobacter shaoyimingii	2715164	S	422	1	423	0.00000
Acinetobacter venetianus	52133	S	387	13	400	0.00000
Acinetobacter piscicola	2006115	S	377	13	390	0.00000
Acinetobacter johnsonii	40214	S	349	54	403	0.00000
Acinetobacter vivianii	1776742	S	342	2	344	0.00000
Acinetobacter defluvii	1871111	S	300	15	315	0.00000
Acinetobacter oleivorans	1148157	S	267	45	312	0.00000
Acinetobacter soli	487316	S	252	3	255	0.00000
Acinetobacter dispersus	70348	S	242	3	245	0.00000
Acinetobacter colistiniresistens	280145	S	241	4	245	0.00000
Acinetobacter equi	1324350	S	211	0	211	0.00000
Acinetobacter wanghuae	2662362	S	175	1	176	0.00000
Acinetobacter chinensis	2004650	S	166	11	177	0.00000
Acinetobacter variabilis	70346	S	150	36	186	0.00000
Acinetobacter baylyi	202950	S	135	1	136	0.00000
Acinetobacter gyllenbergii	134534	S	132	2	134	0.00000
Acinetobacter lwoffii	28090	S	115	28	143	0.00000
Acinetobacter wuhouensis	1879050	S	109	4	113	0.00000
Acinetobacter haemolyticus	29430	S	99	6	105	0.00000
Acinetobacter cumulans	2136182	S	69	1	70	0.00000
Acinetobacter schindleri	108981	S	63	3	66	0.00000
Acinetobacter larvae	1789224	S	55	0	55	0.00000
Acinetobacter ursingii	108980	S	50	13	63	0.00000
Acinetobacter tandoii	202954	S	41	0	41	0.00000
Acinetobacter towneri	202956	S	40	11	51	0.00000
Acinetobacter lanii	2715163	S	31	0	31	0.00000
Acinetobacter pseudolwoffii	2053287	S	29	6	35	0.00000
Acinetobacter guillouiae	106649	S	16	1	17	0.00000
Acinetobacter bouvetii	202951	S	13	0	13	0.00000
Acinetobacter bereziniae	106648	S	12	2	14	0.00000
Lysobacter enzymogenes	69	S	2657	124	2781	0.00003
Lysobacter sp. 5GHs7-4	2904253	S	153	5	158	0.00000
Lysobacter soli	453783	S	40	0	40	0.00000
Xanthomonas hortorum	56454	S	264	2	266	0.00000
Xanthomonas citri	346	S	193	101	294	0.00000
Xanthomonas euroxanthea	2259622	S	172	3	175	0.00000
Xanthomonas prunicola	2053930	S	141	0	141	0.00000
Stenotrophomonas maltophilia	40324	S	279	35	314	0.00000
Stenotrophomonas rhizophila	216778	S	10	0	10	0.00000
Luteimonas granuli	1176533	S	89	1	90	0.00000
Luteimonas sp. MC1750	2799326	S	22	0	22	0.00000
Luteimonas yindakuii	2565782	S	26	0	26	0.00000
Pseudoxanthomonas sp. X-1	2571115	S	20	3	23	0.00000
Rhodanobacter denitrificans	666685	S	111	1	112	0.00000
Rhodanobacter thiooxydans	416169	S	14	0	14	0.00000
Rhodanobacter glycinis	582702	S	12	0	12	0.00000
Luteibacter anthropi	564369	S	25	0	25	0.00000
Frateuria sp. 5GH9-11	1542730	S	24	0	24	0.00000
Haemophilus influenzae	727	S	586	85	671	0.00001
Haemophilus sp. oral taxon 036	712310	S	96	11	107	0.00000
Mergibacter septicus	221402	S	36	0	36	0.00000
Avibacterium volantium	762	S	16	3	19	0.00000
Pasteurella multocida	747	S	11	11	22	0.00000
Halomonas sp. DN3	2953657	S	132	34	166	0.00000
Halomonas sp. YLGW01	2773308	S	34	6	40	0.00000
Kushneria phosphatilytica	657387	S	92	3	95	0.00000
Zymobacter palmae	33074	S	50	1	51	0.00000
Cobetia marina	28258	S	16	2	18	0.00000
Cobetia sp. L2A1	2686360	S	15	0	15	0.00000
Salinicola tamaricis	1771309	S	12	0	12	0.00000
Alcanivorax sp. ALC70	2259335	S	13	2	15	0.00000
Litorivicinus lipolyticus	418701	S	23	0	23	0.00000
Aeromonas veronii	654	S	94	28	122	0.00000
Aeromonas media	651	S	89	10	99	0.00000
Aeromonas caviae	648	S	57	73	130	0.00000
Aeromonas salmonicida	645	S	31	2	33	0.00000
Aeromonas hydrophila	644	S	12	3	15	0.00000
Thioflavicoccus mobilis	80679	S	83	0	83	0.00000
Caldichromatium japonicum	2699430	S	44	0	44	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	25	0	25	0.00000
Alkalilimnicola ehrlichii	351052	S	10	0	10	0.00000
Aquisalimonas sp. 2447	2740807	S	10	0	10	0.00000
Vibrio cholerae	666	S	21	4	25	0.00000
Vibrio parahaemolyticus	670	S	12	41	53	0.00000
Aliivibrio fischeri	668	S	20	0	20	0.00000
Psychrosphaera aestuarii	1266052	S	15	1	16	0.00000
Shewanella psychropiezotolerans	2593655	S	12	6	18	0.00000
Thalassotalea sp. PS06	2594005	S	19	0	19	0.00000
Methylophaga nitratireducenticrescens	754476	S	63	0	63	0.00000
Piscirickettsia salmonis	1238	S	42	0	42	0.00000
Methylocaldum marinum	1432792	S	43	1	44	0.00000
Methylomonas rhizoryzae	2608981	S	38	1	39	0.00000
Spongiibacter nanhainus	2794344	S	35	0	35	0.00000
Candidatus Endoriftia persephone	393765	S	26	0	26	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	23	0	23	0.00000
Salinisphaera sp. LB1	2183911	S	20	0	20	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	19	0	19	0.00000
Cereibacter sphaeroides	1063	S	6412555	100769	6513324	0.06146
Cereibacter azotoformans	43057	S	22924	2733	25657	0.00024
Rhodobacter sp. CZR27	2033869	S	6037	70	6107	0.00006
Rhodobacter sp. LPB0142	1850250	S	344	24	368	0.00000
Rhodobacter capsulatus	1061	S	1652	8	1660	0.00002
Paracoccus jeotgali	2065379	S	1041	54	1095	0.00001
Paracoccus sp. MC1862	2760307	S	163	14	177	0.00000
Paracoccus sp. SCSIO 75233	3017782	S	148	134	282	0.00000
Paracoccus sp. SCSIO 75817	3017781	S	136	149	285	0.00000
Paracoccus sp. SCSIO 80058	3017784	S	33	11	44	0.00000
Paracoccus sp. SCSIO 76264	3017783	S	19	8	27	0.00000
Paracoccus sp. Arc7-R13	2500532	S	15	25	40	0.00000
Paracoccus sp. AK26	2589076	S	10	0	10	0.00000
Paracoccus kondratievae	135740	S	532	101	633	0.00001
Paracoccus zhejiangensis	1077935	S	281	33	314	0.00000
Paracoccus pantotrophus	82367	S	270	95	365	0.00000
Paracoccus yeei	147645	S	241	315	556	0.00001
Paracoccus alcaliphilus	34002	S	133	20	153	0.00000
Paracoccus aestuarii	453842	S	132	4	136	0.00000
Paracoccus liaowanqingii	2560053	S	119	2	121	0.00000
Paracoccus fistulariae	658446	S	105	16	121	0.00000
Paracoccus saliphilus	405559	S	93	0	93	0.00000
Paracoccus methylovorus	2812658	S	75	16	91	0.00000
Paracoccus aminovorans	34004	S	67	5	72	0.00000
Paracoccus sanguinis	1545044	S	67	6	73	0.00000
Paracoccus aminophilus	34003	S	63	0	63	0.00000
Paracoccus denitrificans	266	S	61	18	79	0.00000
Paracoccus contaminans	1945662	S	52	6	58	0.00000
Paracoccus marcusii	59779	S	50	39	89	0.00000
Paracoccus everestensis	2903900	S	36	0	36	0.00000
Paracoccus stylophorae	659350	S	36	5	41	0.00000
Paracoccus suum	2259340	S	33	2	35	0.00000
Paracoccus tegillarcae	1529068	S	29	0	29	0.00000
Paracoccus seriniphilus	184748	S	18	0	18	0.00000
Rhodovulum sulfidophilum	35806	S	602	65	667	0.00001
Rhodovulum sp. P5	1564506	S	239	3	242	0.00000
Rhodovulum sp. MB263	308754	S	124	17	141	0.00000
Roseicitreum antarcticum	564137	S	782	1	783	0.00001
Tabrizicola piscis	2494374	S	587	2	589	0.00001
Fuscovulum blasticum	1075	S	377	1	378	0.00000
Gemmobacter aquarius	2169400	S	237	3	240	0.00000
Gemmobacter fulva	2840474	S	135	1	136	0.00000
Pukyongiella litopenaei	2605946	S	364	17	381	0.00000
Haematobacter massiliensis	195105	S	321	30	351	0.00000
Neotabrizicola shimadae	2807096	S	293	1	294	0.00000
Pontivivens ytuae	2789856	S	283	0	283	0.00000
Pseudopuniceibacterium antarcticum	2613965	S	134	0	134	0.00000
Thioclava nitratireducens	1915078	S	41	22	63	0.00000
Thioclava electrotropha	1549850	S	35	17	52	0.00000
Frigidibacter mobilis	1335048	S	96	5	101	0.00000
Falsirhodobacter sp. PG104	2692330	S	78	0	78	0.00000
Paroceanicella profunda	2579971	S	57	2	59	0.00000
Aliiroseovarius crassostreae	154981	S	51	0	51	0.00000
Pelagovum pacificum	2588711	S	34	0	34	0.00000
Pseudooceanicola atlanticus	1461694	S	30	0	30	0.00000
Tritonibacter mobilis	379347	S	32	3	35	0.00000
Pseudorhodobacter turbinis	2500533	S	30	0	30	0.00000
Silicimonas algicola	1826607	S	23	0	23	0.00000
Gymnodinialimonas ceratoperidinii	2856823	S	23	0	23	0.00000
Brevirhabdus pacifica	1267768	S	21	2	23	0.00000
Pacificitalea manganoxidans	1411902	S	21	1	22	0.00000
Profundibacter amoris	2171755	S	20	0	20	0.00000
Cognatishimia activa	1715691	S	12	0	12	0.00000
Phaeobacter inhibens	221822	S	1324	238	1562	0.00001
Phaeobacter gallaeciensis	60890	S	22	5	27	0.00000
Phaeobacter porticola	1844006	S	12	1	13	0.00000
Roseovarius sp. SCSIO 43702	2823043	S	246	6	252	0.00000
Roseovarius sp. THAF9	2587847	S	12	84	96	0.00000
Roseovarius faecimaris	2494550	S	23	0	23	0.00000
Roseovarius mucosus	215743	S	22	11	33	0.00000
Leisingera sp. NJS201	2508306	S	113	140	253	0.00000
Leisingera aquaemixtae	1396826	S	44	32	76	0.00000
Leisingera caerulea	506591	S	19	11	30	0.00000
Leisingera methylohalidivorans	133924	S	16	4	20	0.00000
Sulfitobacter pontiacus	60137	S	143	51	194	0.00000
Sulfitobacter sp. D7	1968541	S	47	32	79	0.00000
Sulfitobacter sp. BSw21498	664426	S	36	4	40	0.00000
Sulfitobacter sp. SK012	1389005	S	17	0	17	0.00000
Sulfitobacter alexandrii	1917485	S	22	9	31	0.00000
Ponticoccus alexandrii	1943633	S	254	12	266	0.00000
Mameliella alba	561184	S	211	25	236	0.00000
Salipiger profundus	1229727	S	116	31	147	0.00000
Salipiger sp. CCB-MM3	1792508	S	36	1	37	0.00000
Salipiger abyssi	1250539	S	22	5	27	0.00000
Dinoroseobacter shibae	215813	S	153	52	205	0.00000
Ketogulonicigenium vulgare	92945	S	116	2	118	0.00000
Roseivivax sp. THAF30	2587852	S	39	24	63	0.00000
Roseivivax marinus	1379903	S	55	3	58	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	96	33	129	0.00000
Celeribacter indicus	1208324	S	37	19	56	0.00000
Celeribacter baekdonensis	875171	S	20	5	25	0.00000
Celeribacter marinus	1397108	S	12	0	12	0.00000
Ruegeria pomeroyi	89184	S	49	0	49	0.00000
Ruegeria sp. B32	2867020	S	18	0	18	0.00000
Tateyamaria omphalii	299262	S	74	1	75	0.00000
Actibacterium sp. EMB200-NS6	1609966	S	55	17	72	0.00000
Jannaschia sp. W003	2867012	S	30	0	30	0.00000
Jannaschia sp. M317	2867011	S	14	0	14	0.00000
Oceanicola sp. D3	2587163	S	32	0	32	0.00000
Maribius sp. THAF1	2587842	S	30	0	30	0.00000
Roseobacter ponti	1891787	S	27	0	27	0.00000
Yangia pacifica	311180	S	26	0	26	0.00000
Antarctobacter heliothermus	74033	S	21	0	21	0.00000
Sagittula sp. P11	2009329	S	20	7	27	0.00000
Thalassobius gelatinovorus	53501	S	15	0	15	0.00000
Thalassococcus sp. S3	2017482	S	15	0	15	0.00000
Pseudorhizobium flavum	1335061	S	2776	118	2894	0.00003
Agrobacterium larrymoorei	160699	S	764	23	787	0.00001
Agrobacterium tumefaciens	358	S	233	32	265	0.00000
Agrobacterium fabacearum	1183401	S	197	315	512	0.00000
Agrobacterium vitis	373	S	22	1	23	0.00000
Rhizobium leguminosarum	384	S	179	16	195	0.00000
Rhizobium sp. IE4771	1301032	S	96	40	136	0.00000
Rhizobium daejeonense	240521	S	31	1	32	0.00000
Rhizobium pusense	648995	S	19	22	41	0.00000
Neorhizobium galegae	399	S	13	0	13	0.00000
Neorhizobium sp. SOG26	2060726	S	12	0	12	0.00000
Shinella sp. PSBB067	2715959	S	207	14	221	0.00000
Shinella sp. HZN7	879274	S	49	6	55	0.00000
Shinella zoogloeoides	352475	S	16	5	21	0.00000
Sinorhizobium meliloti	382	S	54	8	62	0.00000
Sinorhizobium fredii	380	S	17	4	21	0.00000
Ensifer sojae	716925	S	12	1	13	0.00000
Ensifer sp. PDNC004	2811423	S	12	0	12	0.00000
Ensifer adhaerens	106592	S	10	2	12	0.00000
Georhizobium profundi	2341112	S	117	10	127	0.00000
Bradyrhizobium barranii	2992140	S	211	399	610	0.00001
Bradyrhizobium sp. WD16	1521768	S	83	2	85	0.00000
Bradyrhizobium sp. I71	2590772	S	34	29	63	0.00000
Bradyrhizobium sp. BTAi1	288000	S	18	1	19	0.00000
Bradyrhizobium sp. ORS 278	114615	S	12	0	12	0.00000
Bradyrhizobium icense	1274631	S	50	1	51	0.00000
Bradyrhizobium diazoefficiens	1355477	S	30	44	74	0.00000
Bradyrhizobium betae	244734	S	28	80	108	0.00000
Bradyrhizobium daqingense	993502	S	16	7	23	0.00000
Rhodopseudomonas palustris	1076	S	308	16	324	0.00000
Rhodopseudomonas sp. P2A-2r	2991972	S	10	0	10	0.00000
Pannonibacter phragmitetus	121719	S	1004	381	1385	0.00001
Roseibium sp. Sym1	3016006	S	83	6	89	0.00000
Stappia indica	538381	S	10	0	10	0.00000
Labrenzia sp. VG12	2021862	S	10	0	10	0.00000
Methylobacterium durans	2202825	S	245	6	251	0.00000
Methylobacterium sp. 4-46	426117	S	171	4	175	0.00000
Methylobacterium sp. WL1	2603276	S	13	0	13	0.00000
Methylobacterium indicum	1775910	S	105	27	132	0.00000
Methylobacterium radiodurans	2202828	S	35	1	36	0.00000
Methylobacterium nodulans	114616	S	11	0	11	0.00000
Methylorubrum extorquens	408	S	75	5	80	0.00000
Methylorubrum populi	223967	S	29	2	31	0.00000
Microvirga ossetica	1882682	S	21	0	21	0.00000
Mesorhizobium sp. 131-2-1	2744518	S	77	13	90	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	35	8	43	0.00000
Mesorhizobium sp. J8	2777475	S	15	0	15	0.00000
Mesorhizobium sp. 113-3-3	2744516	S	14	2	16	0.00000
Mesorhizobium sp. PAMC28654	2880934	S	13	0	13	0.00000
Mesorhizobium sp. NZP2298	2483403	S	11	1	12	0.00000
Mesorhizobium loti	381	S	164	47	211	0.00000
Phyllobacterium zundukense	1867719	S	34	0	34	0.00000
Phyllobacterium sp. T1018	555316	S	10	0	10	0.00000
Aminobacter sp. NyZ550	2979870	S	18	10	28	0.00000
Aureimonas mangrovi	2758041	S	199	5	204	0.00000
Aureimonas populi	1701758	S	11	0	11	0.00000
Martelella endophytica	1486262	S	41	2	43	0.00000
Brucella anthropi	529	S	113	228	341	0.00000
Brucella intermedia	94625	S	10	0	10	0.00000
Aquabacter sp. L1I39	2820278	S	127	1	128	0.00000
Ancylobacter sp. SL191	2995166	S	29	0	29	0.00000
Ancylobacter sp. TS-1	1850374	S	12	0	12	0.00000
Ancylobacter pratisalsi	1745854	S	17	0	17	0.00000
Labrys sp. KNU-23	2789216	S	49	0	49	0.00000
Azorhizobium caulinodans	7	S	17	0	17	0.00000
Bosea sp. F3-2	2599640	S	53	9	62	0.00000
Bosea sp. NBC_00436	2969620	S	48	8	56	0.00000
Bosea sp. RAC05	1842539	S	19	3	22	0.00000
Blastochloris tepida	2233851	S	145	5	150	0.00000
Pelagibacterium sp. YIM 151497	2984530	S	132	7	139	0.00000
Chelatococcus daeguensis	444444	S	140	5	145	0.00000
Chenggangzhangella methanolivorans	1437009	S	22	0	22	0.00000
Kaistia sp. 32K	2795690	S	27	1	28	0.00000
Nordella sp. HKS 07	2712222	S	11	0	11	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	11	0	11	0.00000
Bartonella krasnovii	2267275	S	10	0	10	0.00000
Acetobacter pomorum	65959	S	1501	94	1595	0.00002
Roseomonas mucosa	207340	S	302	63	365	0.00000
Roseomonas sp. OT10	2897332	S	37	1	38	0.00000
Lichenicola cladoniae	1484109	S	172	0	172	0.00000
Acidiphilium multivorum	62140	S	132	9	141	0.00000
Gluconacetobacter diazotrophicus	33996	S	15	0	15	0.00000
Sediminicoccus rosea	1225128	S	10	0	10	0.00000
Niveispirillum cyanobacteriorum	1612173	S	246	49	295	0.00000
Skermanella rosea	1817965	S	18	1	19	0.00000
Tistrella mobilis	171437	S	205	12	217	0.00000
Defluviicoccus vanus	111831	S	149	13	162	0.00000
Magnetospirillum gryphiswaldense	55518	S	12	0	12	0.00000
Magnetospirillum magneticum	84159	S	11	1	12	0.00000
Rhodospirillum rubrum	1085	S	11	0	11	0.00000
Elioraea tepida	2843330	S	60	1	61	0.00000
Sphingopyxis sp. 113P3	292913	S	202	49	251	0.00000
Sphingopyxis sp. EG6	1874061	S	15	2	17	0.00000
Sphingopyxis macrogoltabida	33050	S	149	30	179	0.00000
Sphingomonas sp. BT-65	2989821	S	52	8	60	0.00000
Sphingomonas sp. QA11	2950605	S	23	1	24	0.00000
Sphingomonas sp. 7/4-4	3018446	S	21	3	24	0.00000
Sphingomonas sp. PAMB00755	3012344	S	12	1	13	0.00000
Sphingomonas paeninsulae	2319844	S	107	3	110	0.00000
Sphingomonas nostoxanthinifaciens	2872652	S	19	2	21	0.00000
Sphingomonas taxi	1549858	S	13	7	20	0.00000
Sphingomonas profundi	2681549	S	12	1	13	0.00000
Sphingomonas alpina	653931	S	10	1	11	0.00000
Novosphingobium sp. P6W	1609758	S	37	1	38	0.00000
Novosphingobium sp. Sx8-5	2896849	S	31	0	31	0.00000
Novosphingobium resinovorum	158500	S	33	6	39	0.00000
Novosphingobium humi	2282397	S	17	0	17	0.00000
Rhizorhabdus dicambivorans	1850238	S	96	44	140	0.00000
Sphingobium yanoikuyae	13690	S	12	44	56	0.00000
Qipengyuania aurantiaca	2867233	S	220	12	232	0.00000
Erythrobacter neustonensis	1112	S	30	0	30	0.00000
Erythrobacter sp. BLCC-B19	3025315	S	13	0	13	0.00000
Erythrobacter mangrovi	2739433	S	10	1	11	0.00000
Croceicoccus marinus	450378	S	15	2	17	0.00000
Altererythrobacter sp. B11	2060312	S	11	1	12	0.00000
Brevundimonas naejangsanensis	588932	S	191	5	196	0.00000
Brevundimonas sp. PAMC22021	2861285	S	10	1	11	0.00000
Brevundimonas albigilva	1312364	S	21	1	22	0.00000
Caulobacter vibrioides	155892	S	47	5	52	0.00000
Caulobacter sp. FWC26	69665	S	27	3	30	0.00000
Caulobacter segnis	88688	S	14	1	15	0.00000
Phenylobacterium parvum	2201350	S	85	0	85	0.00000
Asticcacaulis sp. AND118	2840468	S	46	0	46	0.00000
Terricaulis silvestris	2686094	S	17	0	17	0.00000
Marinicauda algicola	2029849	S	203	6	209	0.00000
Paremcibacter congregatus	2043170	S	10	0	10	0.00000
Neisseria meningitidis	487	S	2878480	819094	3697574	0.03489
Neisseria gonorrhoeae	485	S	6527	16507	23034	0.00022
Neisseria lactamica	486	S	3239	893	4132	0.00004
Neisseria cinerea	483	S	898	96	994	0.00001
Neisseria sp. KEM232	655307	S	181	3	184	0.00000
Neisseria sp. ZJ106	2912188	S	112	9	121	0.00000
Neisseria sp. oral taxon 014	641148	S	85	7	92	0.00000
Neisseria sp. ZJ785	2709396	S	24	2	26	0.00000
Neisseria sp. Dent CA1/247	2912675	S	24	3	27	0.00000
Neisseria sicca	490	S	415	69	484	0.00000
Neisseria elongata	495	S	386	23	409	0.00000
Neisseria mucosa	488	S	274	99	373	0.00000
Neisseria flavescens	484	S	235	35	270	0.00000
Neisseria chenwenguii	1853278	S	207	1	208	0.00000
Neisseria brasiliensis	2666100	S	161	6	167	0.00000
Neisseria subflava	28449	S	161	20	181	0.00000
Neisseria animalis	492	S	119	1	120	0.00000
Neisseria dentiae	194197	S	61	0	61	0.00000
Neisseria weixii	1853276	S	54	0	54	0.00000
Neisseria macacae	496	S	49	18	67	0.00000
Neisseria animaloris	326522	S	29	1	30	0.00000
Neisseria arctica	1470200	S	23	0	23	0.00000
Neisseria weaveri	28091	S	20	1	21	0.00000
Neisseria bacilliformis	267212	S	18	0	18	0.00000
Neisseria musculi	1815583	S	17	0	17	0.00000
Neisseria dumasiana	1931275	S	12	1	13	0.00000
Neisseria shayeganii	607712	S	11	0	11	0.00000
Neisseria zalophi	640030	S	11	0	11	0.00000
Simonsiella muelleri	72	S	70	0	70	0.00000
Kingella potus	265175	S	41	0	41	0.00000
Kingella oralis	505	S	13	0	13	0.00000
Morococcus cerebrosus	1056807	S	35	32	67	0.00000
Eikenella corrodens	539	S	17	1	18	0.00000
Chromobacterium rhizoryzae	1778675	S	176	14	190	0.00000
Chromobacterium vaccinii	1108595	S	22	0	22	0.00000
Laribacter hongkongensis	168471	S	126	0	126	0.00000
Burkholderia pseudomallei	28450	S	311	124	435	0.00000
Burkholderia multivorans	87883	S	16	25	41	0.00000
Burkholderia glumae	337	S	24	13	37	0.00000
Paraburkholderia caribensis	75105	S	362	14	376	0.00000
Paraburkholderia acidisoli	2571748	S	34	0	34	0.00000
